,,,Xfinder Recommendations,,,Xfinder Accuracy on Commit/Patch Files,,,,,Maintainer Accuracy on Commit/Patch Files,,,
166966,langkamp,textshape\ChangeTracker.cpp, ,fmerz girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
166966,langkamp,kotext\KoVariable.cpp, ,girish zander staniek fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
166966,langkamp,tests\documentstructuretest.cpp, ,girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
166966,langkamp,import\kwordfilter.cpp, , ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
166966,langkamp,libppt\powerpoint.cpp, , ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
166966,langkamp,kernel\kptcommand.cpp, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
166966,langkamp,kernel\kptcommand.cpp, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
166966,langkamp,msword\mswordimport.cpp, , ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
166966,langkamp,kernel\kptdocuments.cpp, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
166966,langkamp,kotext\KoTextDocument.cpp,girish ,girish zander staniek fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
167009,zander,tests\TestBasicLayout.cpp, ,girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
167009,zander,part\KWPageTextInfo.cpp, ,zachmann fyanardi zander fmerz girish clicea langkamp boemann ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
167009,zander,part\KWPageManager.cpp,zander ,zachmann fyanardi zander fmerz girish clicea langkamp boemann ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,1,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
167009,zander,part\KWPageManager.cpp,zander ,zachmann fyanardi zander fmerz girish clicea langkamp boemann ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,1,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
167009,zander,tests\TestPageManager.cpp, ,girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
167009,zander,tests\KWPageManagerTester.cpp, ,girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
167009,zander,commands\KWPageInsertCommand.cpp, ,girish mkruisselbrink ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
167009,zander,dialogs\KWPageSettingsDialog.cpp, ,girish ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
167009,zander,part\KPrMasterPage.cpp, ,zachmann fyanardi zander fmerz girish clicea langkamp boemann ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
167009,zander,commands\KPrPageEffectSetCommand.cpp, ,girish mkruisselbrink ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
167247,langkamp,resources\KoResourceServerObserver.h, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
167247,langkamp,resources\KoResourceServerAdapter.h, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
167247,langkamp,resources\KoResourceServer.h,fmerz ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
167247,langkamp,resources\KoResourceServerAdapter.cpp, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
167247,langkamp,kernel\kptcommand.cpp, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
167247,langkamp,kernel\kptcommand.cpp, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
167247,langkamp,kernel\kptcommand.cpp, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
167247,langkamp,kernel\kptresource.cpp, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
167247,langkamp,kernel\kptcommand.cpp, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
167247,langkamp,kernel\kptcommand.cpp, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
169696,jaham,tests\TestShapeReorderCommand.cpp, ,girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
169696,jaham,commands\KoShapeReorderCommand.cpp, ,girish mkruisselbrink ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
169696,jaham,commands\KoShapeShearCommand.cpp, ,girish mkruisselbrink ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
169696,jaham,tests\MockShapes.h, ,girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
169696,jaham,commands\KoShapeLockCommand.cpp, ,girish mkruisselbrink ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
169696,jaham,commands\KoShapeMoveCommand.cpp, ,girish mkruisselbrink ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
169696,jaham,commands\KoShapeKeepAspectRatioCommand.cpp, ,girish mkruisselbrink ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
169696,jaham,commands\KoPADisplayMasterShapesCommand.cpp, ,girish mkruisselbrink ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
169696,jaham,tests\TestSelection.cpp, ,girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
169696,jaham,commands\KoPathBaseCommand.cpp, ,girish mkruisselbrink ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
171969,jaham,flake\ShapeDeleter_p.cpp, ,staniek zachmann fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
171969,jaham,shape\KritaShapeFactory.cpp, ,jsimon zachmann ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
171969,jaham,flake\KoShapeManager.cpp, , ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
171969,jaham,shapeselector\Canvas.cpp, ,zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
171969,jaham,divineProportion\Intro.cpp, , ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
171969,jaham,flake\KoShapeManager.cpp, ,staniek zachmann fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
171969,jaham,shapeproperties\ShapePropertiesDocker.cpp, , ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
171969,jaham,commands\KoShapeCreateCommand.cpp, ,girish mkruisselbrink ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
171969,jaham,flake\KoShapeControllerBase.h, ,staniek zachmann fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
171969,jaham,divineProportion\DivineProportionShapeFactory.cpp, , ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
173354,zachmann,part\KWPageTextInfo.cpp, ,zachmann fyanardi zander fmerz girish clicea langkamp boemann ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173354,zachmann,part\KWPageManager.cpp,zander ,zachmann fyanardi zander fmerz girish clicea langkamp boemann ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173354,zachmann,part\KWPageManager.cpp,zander ,zachmann fyanardi zander fmerz girish clicea langkamp boemann ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173354,zachmann,tests\TestBasicLayout.cpp, ,girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173354,zachmann,tests\TestPageManager.cpp, ,girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173354,zachmann,tests\KWPageManagerTester.cpp, ,girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173354,zachmann,part\KPrMasterPage.cpp, ,zachmann fyanardi zander fmerz girish clicea langkamp boemann ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173354,zachmann,commands\KWPageInsertCommand.cpp, ,girish mkruisselbrink ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173354,zachmann,commands\KPrPageEffectSetCommand.cpp, ,girish mkruisselbrink ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173354,zachmann,dialogs\KWPageSettingsDialog.cpp, ,girish ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173630,zander,pagelayout\KPrPageLayouts.cpp,zachmann ,zachmann fmerz boemann dfaure ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173630,zander,main\KoPageFormat.cpp, ,fmerz staniek langkamp ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173630,zander,pagelayout\KPrPageLayoutSharedSavingData.cpp, ,zachmann fmerz boemann dfaure ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173630,zander,tests\TestBasicLayout.cpp, ,girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173630,zander,pagelayout\KPrPageLayouts.cpp,zachmann ,zachmann fmerz boemann dfaure ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173630,zander,guiutils\KoPageLayoutDialog.cpp, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173630,zander,main\KoPageLayout.cpp, ,fmerz staniek langkamp ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173630,zander,tests\TestPageManager.cpp, ,girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173630,zander,guiutils\KoPageLayoutWidget.cpp, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173630,zander,commands\KWPagePropertiesCommand.cpp, ,girish mkruisselbrink ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1
173882,jaham,guiutils\KoUniColorChooser.cpp, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
173882,jaham,shape\ChartConfigWidget.cpp, ,jsimon zachmann ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
173882,jaham,chart\ChartDialog.h, , ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
173882,jaham,dialogs\GoalSeekDialog.cpp, ,girish ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
173882,jaham,tests\TestStatisticalFunctions.cpp, ,girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
173882,jaham,guiutils\KoEditColorSetDialog.cpp, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
173882,jaham,ui\kptstandardworktimedialog.cpp, ,danders fmerz zander rempt fyanardi langkamp clicea berger ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
173882,jaham,guiutils\KoEditColorSetDialog.cpp, ,fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
173882,jaham,shape\ChartTool.cpp, ,jsimon zachmann ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
173882,jaham,refinepath\RefinePathPlugin.cpp, , ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,1,1,1,1
176278,berger,flake\KoImageData.cpp, ,staniek zachmann fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
176278,berger,commands\kis_image_commands.h, ,girish mkruisselbrink ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
176278,berger,flake\KoImageCollection.cpp, ,staniek zachmann fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
176278,berger,tests\TestImageCollection.cpp, ,girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
176278,berger,ui\kis_print_job.cpp, ,danders fmerz zander rempt fyanardi langkamp clicea berger ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,1,0,1,zander zachmann ingwa staniek boud jaham,0,0,0,0
176278,berger,tests\kis_image_test.cpp, ,girish zander ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
176278,berger,canvas\kis_prescaled_projection.cpp, , ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
176278,berger,commands\kis_image_commands.h, ,girish mkruisselbrink ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
176278,berger,shape\KritaShape.cpp, ,jsimon zachmann ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
176278,berger,flake\KoImageData_p.cpp, ,staniek zachmann fmerz ,fmerz staniek girish clicea zachmann rempt fyanardi zander piggz danders ,0,0,0,0,zander zachmann ingwa staniek boud jaham,0,0,0,0
,,,,,,2,23,30,40,,60,60,60,60
,,,,,,1.11,12.78,16.67,22.22,,33.33,33.33,33.33,33.33